Content,EventId,EventTemplate
objc[35391]: Class TSUAtomicLRUCache is implemented in both /Library/QuickLook/iWork.qlgenerator/Contents/MacOS/iWork and /System/Library/PrivateFrameworks/OfficeImport.framework/Versions/A/OfficeImport. One of the two will be used. Which one is undefined.,270,<*> Class TSUAtomicLRUCache is implemented in both /Library/QuickLook/iWork.qlgenerator/Contents/MacOS/iWork and /System/Library/PrivateFrameworks/OfficeImport.framework/Versions/A/OfficeImport. One of the two will be used. Which one is undefined.
Invalidating watch set.,282,Invalidating watch set.
objc[35448]: Class TSUCustomFormatData is implemented in both /Library/QuickLook/iWork.qlgenerator/Contents/MacOS/iWork and /System/Library/PrivateFrameworks/OfficeImport.framework/Versions/A/OfficeImport. One of the two will be used. Which one is undefined.,272,<*> Class TSUCustomFormatData is implemented in both /Library/QuickLook/iWork.qlgenerator/Contents/MacOS/iWork and /System/Library/PrivateFrameworks/OfficeImport.framework/Versions/A/OfficeImport. One of the two will be used. Which one is undefined.
jemmytest,312,jemmytest
00:03:06.178 : Started generating hashes,315,<*> : Started generating hashes
jemmytest,312,jemmytest
CCFile::captureLogRun() Exiting CCFile::captureLogRun,7,CCFile::captureLogRun() Exiting CCFile::captureLogRun
button report: 0x80039B7,269,button report: <*>
button report: 0X80076ED,269,button report: <*>
-_continuousScroll is deprecated for NSScrollWheel. Please use -hasPreciseScrollingDeltas.,87,-_continuousScroll is deprecated for NSScrollWheel. Please use -hasPreciseScrollingDeltas.
-deviceDeltaY is deprecated for NSScrollWheel. Please use -scrollingDeltaY.,90,-deviceDeltaY is deprecated for NSScrollWheel. Please use -scrollingDeltaY.
[00:28:42.167] (Fig) signalled err=-12871,299,<*> (Fig) signalled <*>
[00:29:04.085] <<<< CRABS >>>> crabsWaitForLoad: [0x7fbc7ac683a0] Wait time out - -1001 (msRequestTimeout -1),236,<*> <<<< CRABS >>>> crabsWaitForLoad: <*> Wait time out - <*> (msRequestTimeout <*>
Failed to stop a scan - central is not powered on: 4,145,Failed to stop a scan - central is not powered on: <*>
"device_generate_desktop_screenshot: authw 0x7fa82407ea00(2000), shield 0x7fa82435f400(2001)",311,device_generate_desktop_screenshot: authw <*> shield <*>
AppleCamIn::wakeEventHandlerThread,227,AppleCamIn::wakeEventHandlerThread
Wake reason: EC.SleepTimer (SleepTimer),141,Wake reason: EC.SleepTimer (SleepTimer)
ASL Sender Statistics,29,ASL Sender Statistics
**** [BroadcomBluetoothHostControllerUSBTransport][start] -- Completed (matched on Device) -- 0x6000 ****,114,**** [BroadcomBluetoothHostControllerUSBTransport][start] -- Completed (matched on Device) -- <*> ****
"hibernate_newruntime_map time: 0 ms, IOPolledFilePollersOpen(), ml_get_interrupts_enabled 0",130,"hibernate_newruntime_map time: <*> ms, IOPolledFilePollersOpen(), ml_get_interrupts_enabled <*>"
"hibernate_machine_init pagesDone 451550 sum2 4886d9d9, time: 197 ms, disk(0x20000) 799 Mb/s, comp bytes: 40017920 time: 27 ms 1412 Mb/s, crypt bytes: 160550912 time: 39 ms 3904 Mb/s",214,"hibernate_machine_init pagesDone <*> time: <*> ms, <*> Mb/s, comp bytes: <*> time: <*> ms <*> Mb/s, crypt bytes: <*> time: <*> ms <*> Mb/s"
vm_compressor_fastwake_warmup (581519 - 591525) - starting,319,vm_compressor_fastwake_warmup <*> - <*> - starting
BuildActDeviceEntry exit,297,BuildActDeviceEntry exit
"<IMMacNotificationCenterManager: 0x7ff1b2e00ba0>: Updating enabled: YES   (Topics: ( ""com.apple.private.alloy.icloudpairing"", ""com.apple.private.alloy.continuity.encryption"", ""com.apple.private.alloy.continuity.activity"", ""com.apple.ess"", ""com.apple.private.ids"", ""com.apple.private.alloy.phonecontinuity"", ""com.apple.madrid"", ""com.apple.private.ac"", ""com.apple.private.alloy.phone.auth"", ""com.apple.private.alloy.keychainsync"", ""com.apple.private.alloy.fmf"", ""com.apple.private.alloy.sms"", ""com.apple.private.alloy.screensharing"", ""com.apple.private.alloy.maps"", ""com.apple.private.alloy.thumper.keys"", ""com.apple.private.alloy.continuity.tethering"" ))",325,"<IMMacNotificationCenterManager: <*> Updating enabled: YES   (Topics: ( ""com.apple.private.alloy.icloudpairing"", ""com.apple.private.alloy.continuity.encryption"", ""com.apple.private.alloy.continuity.activity"", ""com.apple.ess"", ""com.apple.private.ids"", ""com.apple.private.alloy.phonecontinuity"", ""com.apple.madrid"", ""com.apple.private.ac"", ""com.apple.private.alloy.phone.auth"", ""com.apple.private.alloy.keychainsync"", ""com.apple.private.alloy.fmf"", ""com.apple.private.alloy.sms"", ""com.apple.private.alloy.screensharing"", ""com.apple.private.alloy.maps"", ""com.apple.private.alloy.thumper.keys"", ""com.apple.private.alloy.continuity.tethering"" ))"
AppleCamIn::handleWakeEvent_gated,58,AppleCamIn::handleWakeEvent_gated
KeychainGetICDPStatus: keychain: -25300,99,KeychainGetICDPStatus: keychain: <*>
KeychainGetICDPStatus: keychain: -25300,99,KeychainGetICDPStatus: keychain: <*>
KeychainGetICDPStatus: keychain: -25300,99,KeychainGetICDPStatus: keychain: <*>
"2017-07-05 10:52:15.982 GoogleSoftwareUpdateAgent[35861/0x700000323000] [lvl=2] -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] KSOutOfProcessFetcher fetch ended for URL: ""https://tools.google.com/service/update2?cup2hreq=d297a7e5b56d6bd4faa75860fff6e485c301bf4e943a561afff6c8b3707ce948&cup2key=7:2988503627""",79,<*> -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] KSOutOfProcessFetcher fetch ended for URL: <*>
2017-07-05 10:52:16.779 ksfetch[35863/0x7fff79824000] [lvl=2] main() Fetcher received a request: <NSMutableURLRequest: 0x100501610> { URL: https://tools.google.com/service/update2?cup2hreq=a7873a51b1cb55518e420d20dff47d463781ed3f7aa83c3153129eefb148070b&cup2key=7:2501762722 },243,<*> main() Fetcher received a request: <NSMutableURLRequest: <*> { URL: <*> }
2017-07-05 10:52:16.977 GoogleSoftwareUpdateAgent[35861/0x700000323000] [lvl=2] -[KSPrefetchAction performAction] KSPrefetchAction no updates to prefetch.,292,<*> -[KSPrefetchAction performAction] KSPrefetchAction no updates to prefetch.
KeychainGetICDPStatus: status: off,76,KeychainGetICDPStatus: status: off
<IMMacNotificationCenterManager: 0x7fdcc9d16380>: notification observer: com.apple.FaceTime   notification: __CFNotification 0x7fdcc9d19110 {name = _NSDoNotDisturbEnabledNotification},30,<IMMacNotificationCenterManager: <*> notification observer: com.apple.FaceTime   notification: __CFNotification <*> {name = _NSDoNotDisturbEnabledNotification}
CCIOReporterFormatter::addRegistryChildToChannelDictionary streams 7,327,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams <*>
Received Capture Event,281,Received Capture Event
CCProfileMonitor::freeResources done,317,CCProfileMonitor::freeResources done
"CCFile::copyFile fileName is [2017-07-05_11,39,39.743225]-CCIOReporter-001.xml, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[2017-07-05_11,39,39.743225]-CCIOReporter-001.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-05_11,39,38.739976]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-05_11,39,39.743225]-CCIOReporter-001.xml",267,CCFile::copyFile fileName is <*> source <*> dest <*>
<IMMacNotificationCenterManager: 0x7ff1b2d17980>:    NC Disabled: NO,121,<IMMacNotificationCenterManager: <*>    NC Disabled: NO
<IMMacNotificationCenterManager: 0x7ff1b2d17980>:   DND Enabled: NO,231,<IMMacNotificationCenterManager: <*>   DND Enabled: NO
button report: 0x8002bdf,269,button report: <*>
Daemon connection invalidated!,318,Daemon connection invalidated!
CCFile::captureLogRun() Exiting CCFile::captureLogRun,7,CCFile::captureLogRun() Exiting CCFile::captureLogRun
"CCFile::copyFile fileName is [2017-07-05_14,04,19.163834]-AirPortBrcm4360_Logs-025.txt, source path:/var/log/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/DriverLogs//[2017-07-05_14,04,19.163834]-AirPortBrcm4360_Logs-025.txt, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.driver.AirPort.Brcm4360.0/[2017-07-05_14,04,19.222771]=AuthFail:sts:5_rsn:0/DriverLogs//[2017-07-05_14,04,19.163834]-AirPortBrcm4360_Logs-025.txt",267,CCFile::copyFile fileName is <*> source <*> dest <*>
CCFile::captureLog,294,CCFile::captureLog
"CCFile::copyFile fileName is [2017-07-05_14,04,25.705173]-CCIOReporter-044.xml, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/OneStats//[2017-07-05_14,04,25.705173]-CCIOReporter-044.xml, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-05_14,04,25.777317]=AuthFail:sts:5_rsn:0/OneStats//[2017-07-05_14,04,25.705173]-CCIOReporter-044.xml",267,CCFile::copyFile fileName is <*> source <*> dest <*>
"CCFile::copyFile fileName is [2017-07-05_14,04,32.840703]-io80211Family-056.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[2017-07-05_14,04,32.840703]-io80211Family-056.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-05_14,04,32.969558]=AuthFail:sts:5_rsn:0/IO80211AWDLPeerManager//[2017-07-05_14,04,32.840703]-io80211Family-056.pcapng",267,CCFile::copyFile fileName is <*> source <*> dest <*>
Received Capture Event,281,Received Capture Event
"CCFile::copyFile fileName is [2017-07-05_14,04,33.660387]-io80211Family-063.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[2017-07-05_14,04,33.660387]-io80211Family-063.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-05_14,04,33.736169]=AuthFail:sts:5_rsn:0/IO80211AWDLPeerManager//[2017-07-05_14,04,33.660387]-io80211Family-063.pcapng",267,CCFile::copyFile fileName is <*> source <*> dest <*>
CCFile::captureLog,294,CCFile::captureLog
"ARPT: 724869.297011: IOPMPowerSource Information: onWake,  SleepType: Normal Sleep,  'ExternalConnected': No, 'TimeRemaining': 4551,",324,"ARPT: <*> IOPMPowerSource Information: onWake,  SleepType: Normal Sleep,  'ExternalConnected': No, 'TimeRemaining': <*>"
IOHibernatePollerOpen(0),313,<*>
"hibernate_machine_init: state 2, image pages 446175, sum was d4e6c0b2, imageSize 0x2aea6000, image1Size 0x215a4000, conflictCount 5848, nextFree 5887",134,hibernate_machine_init: state <*> image pages <*> sum was <*> imageSize <*> image1Size <*> conflictCount <*> nextFree <*>
hibernate_rebuild completed - took 10042450943433 msecs,120,hibernate_rebuild completed - took <*> msecs
AppleActuatorDevice::stop Entered,38,AppleActuatorDevice::stop Entered
AppleActuatorDevice::start Entered,230,AppleActuatorDevice::start Entered
"bitmap_size 0x7f0fc, previewSize 0x4028, writing 488299 pages @ 0x97144",208,bitmap_size <*> previewSize <*> writing <*> pages @ <*>
AppleCamIn::handleWakeEvent_gated,58,AppleCamIn::handleWakeEvent_gated
IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,55,<*> Resuming AWDL
en0: manual intervention required!,83,en0: manual intervention required!
"DB Error: 1 ""no such table: tb_c2cMsg_2658655094""",172,"DB Error: <*> ""no such table: <*>"
"2017-07-05 16:18:06.450 GoogleSoftwareUpdateAgent[36128/0x7000002a0000] [lvl=2] -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher fetching from URL: ""https://tools.google.com/service/update2?cup2hreq=ac844e04cbb398fcef4cf81b4ffc44a3ebc863e89d19c0b5d39d02d78d26675b&cup2key=7:677488741""",304,<*> -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher fetching from URL: <*>
button report: 0x8002bdf,269,button report: <*>
ASL Sender Statistics,29,ASL Sender Statistics
KeychainGetICDPStatus: keychain: -25300,99,KeychainGetICDPStatus: keychain: <*>
KeychainGetICDPStatus: status: off,76,KeychainGetICDPStatus: status: off
<IMMacNotificationCenterManager: 0x7fdcc9d16380>: Updating enabled: NO   (Topics: ( )),85,<IMMacNotificationCenterManager: <*> Updating enabled: NO   (Topics: ( ))
"device_generate_lock_screen_screenshot: authw 0x7fa82502bc00(2000)[0, 0, 0, 0] shield 0x7fa823930c00(2001), dev [1440,900]",164,device_generate_lock_screen_screenshot: authw <*> shield <*> dev <*>
CCFile::captureLog,294,CCFile::captureLog
"arp_client_transmit(en0) failed, Network is down (50)",238,"arp_client_transmit(en0) failed, Network is down <*>"
en0::IO80211Interface::postMessage bssid changed,144,<*> bssid changed
-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46! QQ.10018 tc23407 119.81.102.227:80,137,-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46! <*>
CCFile::captureLog,294,CCFile::captureLog
could discard act 242131 inact 107014 purgeable 254830 spec 128285 cleaned 0,248,could discard act <*> inact <*> purgeable <*> spec <*> cleaned <*>
"booter start at 1251 ms smc 0 ms, [18, 0, 0] total 367 ms, dsply 0, 0 ms, tramp 1080 ms",264,"booter start at <*> ms smc <*> ms, <*> total <*> ms, dsply <*> ms, tramp <*> ms"
"hostControllerOnline - Number of Paired devices = 1, List of Paired devices = ( ""84-41-67-32-db-e1"" )",13,hostControllerOnline - Number of Paired devices = <*> List of Paired devices = ( <*> )
IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,55,<*> Resuming AWDL
[BluetoothHIDDeviceController] EventServiceConnectedCallback,166,[BluetoothHIDDeviceController] EventServiceConnectedCallback
could discard act 74490 inact 9782 purgeable 34145 spec 56242 cleaned 0,248,could discard act <*> inact <*> purgeable <*> spec <*> cleaned <*>
IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,55,<*> Resuming AWDL
**** [BroadcomBluetoothHostController][SetupController] -- Delay HCI Reset by 300ms  ****,221,**** [BroadcomBluetoothHostController][SetupController] -- Delay HCI Reset by <*>  ****
FA||Url||taskID[2019353593] dealloc,64,<*> dealloc
AppleActuatorHIDEventDriver: stop,189,AppleActuatorHIDEventDriver: stop
**** [IOBluetoothHostControllerUSBTransport][start] -- completed -- result = TRUE -- 0xb000 ****,154,**** [IOBluetoothHostControllerUSBTransport][start] -- completed -- result = TRUE -- <*> ****
AppleActuatorDeviceUserClient::start Entered,73,AppleActuatorDeviceUserClient::start Entered
IOHibernatePollerOpen(0),313,<*>
2017-07-06 00:30:37.064 ksfetch[36439/0x7fff79824000] [lvl=2] main() Fetcher is exiting.,94,<*> main() Fetcher is exiting.
"Google Chrome He[36456] triggered unnest of range 0x7fff93c00000->0x7fff93e00000 of DYLD shared region in VM map 0x77c9114550458e7b. While not abnormal for debuggers, this increases system memory footprint until the target exits.",61,"Google Chrome <*> triggered unnest of range <*> of DYLD shared region in VM map <*> While not abnormal for debuggers, this increases system memory footprint until the target exits."
IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,55,<*> Resuming AWDL
BuildActDeviceEntry enter,260,BuildActDeviceEntry enter
"hibernate_alloc_pages act 107794, inact 10088, anon 460, throt 0, spec 58021, wire 572831, wireinit 39927",192,hibernate_alloc_pages act <*> inact <*> anon <*> throt <*> spec <*> wire <*> wireinit <*>
hibernate_page_list_setall(preflight 1) start,31,hibernate_page_list_setall(preflight <*> start
hibernate_page_list_setall time: 603 ms,138,hibernate_page_list_setall time: <*> ms
IOPolledFilePollersOpen(0) 6 ms,213,IOPolledFilePollersOpen(0) <*> ms
hibernate_teardown completed - discarded 93932,283,hibernate_teardown completed - discarded <*>
AppleActuatorDeviceUserClient::stop Entered,209,AppleActuatorDeviceUserClient::stop Entered
"pages 1418325, wire 548641, act 438090, inact 2, cleaned 0 spec 12, zf 30, throt 0, compr 254881, xpmapped 40000",15,pages <*> wire <*> act <*> inact <*> cleaned <*> spec <*> zf <*> throt <*> compr <*> xpmapped <*>
"Opened file /var/vm/sleepimage, size 1073741824, extents 3, maxio 2000000 ssd 1",155,"Opened file /var/vm/sleepimage, size <*> extents <*> maxio <*> ssd <*>"
[IOBluetoothHostController::setConfigState] calling registerService,39,[IOBluetoothHostController::setConfigState] calling registerService
AppleActuatorHIDEventDriver: stop,189,AppleActuatorHIDEventDriver: stop
[HID] [MT] AppleMultitouchDevice::start entered,200,[HID] [MT] AppleMultitouchDevice::start entered
"[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller supportsRequestCompressionAtURL:https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/] Error Domain=NSURLErrorDomain Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=0x7f8de0c0dc70 {Error Domain=kCFErrorDomainCFNetwork Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/, NSErrorFailingURLKey=https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/, _kCFStreamErrorCodeKey=8, _kCFStreamErrorDomainKey=12, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/, NSErrorFailingURLKey=https://13957525385%40163.com@p28-contacts.icloud.com/874161398/principal/, _kCFStreamErrorDomainKey=12, _kCFStreamErrorCodeKey=8, NSLocalizedDescription=The Internet connection appears to be offline.}",77,"[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller <*> Error Domain=NSURLErrorDomain <*> ""The Internet connection appears to be offline."" <*> {Error Domain=kCFErrorDomainCFNetwork <*> ""The Internet connection appears to be offline."" <*> NSLocalizedDescription=The Internet connection appears to be offline.}}, <*> _kCFStreamErrorCodeKey=8, NSLocalizedDescription=The Internet connection appears to be offline.}"
Unable to start NetBIOS name service:,81,Unable to start NetBIOS name service:
KeychainGetICDPStatus: keychain: -25300,99,KeychainGetICDPStatus: keychain: <*>
Got an XPC error: Connection invalid,60,Got an XPC error: Connection invalid
-[SFLListManager(ServiceReplyProtocol) notifyChanges:toListWithIdentifier:] Notified of item changes to list with identifier com.apple.LSSharedFileList.RecentApplications,152,-[SFLListManager(ServiceReplyProtocol) notifyChanges:toListWithIdentifier:] Notified of item changes to list with identifier com.apple.LSSharedFileList.RecentApplications
FA||Url||taskID[2019353614] dealloc,64,<*> dealloc
2017-07-06 09:24:14.417 ksfetch[36728/0x7fff79824000] [lvl=2] main() ksfetch fetching URL (<NSMutableURLRequest: 0x100602220> { URL: https://tools.google.com/service/update2?cup2hreq=f5e83ec64ff3fc5533a3c206134a6517e274f9e1cb53df857e15049b6e4c9f8e&cup2key=7:1721929288 }) to folder:/tmp/KSOutOfProcessFetcher.aPWod5QMh1/download,257,<*> main() ksfetch fetching URL (<NSMutableURLRequest: <*> { URL: <*> }) to <*>
2017-07-06 09:24:14.733 GoogleSoftwareUpdateAgent[36726/0x7000002a0000] [lvl=2] -[KSMultiUpdateAction performAction] KSPromptAction had no updates to apply.,139,<*> -[KSMultiUpdateAction performAction] KSPromptAction had no updates to apply.
no sleep images for WillPowerOffWithImages,239,no sleep images for WillPowerOffWithImages
button report: 0x8002be0,269,button report: <*>
ChromeExistion main isUndetectWithCommand = 1,321,ChromeExistion main isUndetectWithCommand = <*>
after trim url = https://www.google.com/_/chrome/newtab?rlz=1C5CHFA_enHK732HK732&espv=2&ie=UTF-8,6,after trim url = <*>
"ChromeExistion main strSendMsg = {""websitekey"":false,""commandkey"":true,""browserkey"":true}",322,"ChromeExistion main strSendMsg = {""websitekey"":false,""commandkey"":true,""browserkey"":true}"
url host = www.baidu.com,183,url host = www.baidu.com
the url = http://baike.baidu.com/item/%E8%93%9D%E9%87%87%E5%92%8C/462624?fr=aladdin,253,the url = <*>
[com.apple.calendar.store.log.caldav.queue] [Adding [<CalDAVAccountRefreshQueueableOperation: 0x7fa11d67f3b0; Sequence: 0>] to failed operations.],127,[com.apple.calendar.store.log.caldav.queue] [Adding [<CalDAVAccountRefreshQueueableOperation: <*> Sequence: <*> to failed operations.]
Received Capture Event,281,Received Capture Event
ARPT: 739157.867474: wlc_dump_aggfifo:,277,ARPT: <*> wlc_dump_aggfifo:
CCFile::captureLogRun() Exiting CCFile::captureLogRun,7,CCFile::captureLogRun() Exiting CCFile::captureLogRun
IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,55,<*> Resuming AWDL
CCFile::captureLogRun() Exiting CCFile::captureLogRun,7,CCFile::captureLogRun() Exiting CCFile::captureLogRun
CCIOReporterFormatter::addRegistryChildToChannelDictionary streams 7,327,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams <*>
ARPT: 739253.582611: wlc_dump_aggfifo:,277,ARPT: <*> wlc_dump_aggfifo:
hibernate_rebuild started,255,hibernate_rebuild started
Received Capture Event,281,Received Capture Event
CCFile::captureLogRun() Exiting CCFile::captureLogRun,7,CCFile::captureLogRun() Exiting CCFile::captureLogRun
Received Capture Event,281,Received Capture Event
"Service ""com.apple.xpc.launchd.unmanaged.loginwindow.94"" tried to hijack endpoint ""com.apple.tsm.uiserver"" from owner: com.apple.SystemUIServer.agent",196,"Service ""com.apple.xpc.launchd.unmanaged.loginwindow.94"" tried to hijack endpoint ""com.apple.tsm.uiserver"" from owner: com.apple.SystemUIServer.agent"
"RTC: Maintenance 2017/7/6 21:56:47, sleep 2017/7/6 21:44:10",184,RTC: Maintenance <*> sleep <*>
2017-07-06 14:57:16.261 ksfetch[37061/0x7fff79824000] [lvl=2] KSHelperReceiveAllData() KSHelperTool read 1999 bytes from stdin.,314,<*> KSHelperReceiveAllData() KSHelperTool read <*> bytes from stdin.
"2017-07-06 14:57:16.661 GoogleSoftwareUpdateAgent[37059/0x7000002a0000] [lvl=2] -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] KSOutOfProcessFetcher fetch ended for URL: ""https://tools.google.com/service/update2?cup2hreq=37fbcb7ab6829be04567976e3212d7a67627aef11546f8b7013d4cffaf51f739&cup2key=7:4200177539""",79,<*> -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] KSOutOfProcessFetcher fetch ended for URL: <*>
2017-07-06 14:57:16.667 GoogleSoftwareUpdateAgent[37059/0x7000002a0000] [lvl=2] -[KSAgentApp(KeystoneDelegate) updateEngineFinishedWithErrors:] Keystone finished: errors=0,223,<*> -[KSAgentApp(KeystoneDelegate) updateEngineFinishedWithErrors:] Keystone finished: <*>
AppleCamIn::handleWakeEvent_gated,58,AppleCamIn::handleWakeEvent_gated
AppleCamIn::wakeEventHandlerThread,227,AppleCamIn::wakeEventHandlerThread
CCFile::captureLogRun() Exiting CCFile::captureLogRun,7,CCFile::captureLogRun() Exiting CCFile::captureLogRun
CCFile::captureLogRun() Exiting CCFile::captureLogRun,7,CCFile::captureLogRun() Exiting CCFile::captureLogRun
FA||Url||taskID[2019353659] dealloc,64,<*> dealloc
Sandbox: com.apple.WebKit(9854) deny(1) file-read-data /private/etc/hosts,96,Sandbox: <*> file-read-data /private/etc/hosts
FA||Url||taskID[2019353666] dealloc,64,<*> dealloc
2017-07-06 06:22:57.163367 PM [AirPlayUIAgent] BecomingInactive: NSWorkspaceWillSleepNotification,92,<*> PM [AirPlayUIAgent] BecomingInactive: NSWorkspaceWillSleepNotification
full wake request (reason 2) 30914 ms,195,full wake request (reason <*> ms
############################## _getSysMsgList,8,############################## _getSysMsgList
kern_open_file_for_direct_io(0),313,<*>
############################## _getSysMsgList,8,############################## _getSysMsgList
"PM response took 129 ms (10018, QQ)",40,PM response took <*> ms <*> QQ)
button report: 0x80039B7,269,button report: <*>
jemmytest,312,jemmytest
KeychainGetICDPStatus: status: off,76,KeychainGetICDPStatus: status: off
FA||Url||taskID[2019353677] dealloc,64,<*> dealloc
jemmytest,312,jemmytest
"2017-07-06 20:46:03.869 GoogleSoftwareUpdateAgent[37316/0x7000002a0000] [lvl=2] -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher start fetch from URL: ""https://tools.google.com/service/update2?cup2hreq=5e15fbe422c816bef7c133cfffdb516e16923579b9be2dfae4d7d8d211b25017&cup2key=7:780377214""",309,<*> -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher start fetch from URL: <*>
"Page bounds {{0, 0}, {400, 400}}",104,Page bounds <*>
Failed to connect (titleField) outlet from (MMSessionPickerChoosenRowView) to (NSTextField): missing setter or instance variable,65,Failed to connect (titleField) outlet from (MMSessionPickerChoosenRowView) to (NSTextField): missing setter or instance variable
[com.apple.calendar.store.log.caldav.queue] [Account xpc_ben@163.com@https://caldav.163.com/caldav/principals/users/xpc_ben%40163.com/ timed out when executing operation: <CalDAVAccountRefreshQueueableOperation: 0x7fa11f9f2290; Sequence: 0>],25,[com.apple.calendar.store.log.caldav.queue] [Account <*> timed out when executing operation: <CalDAVAccountRefreshQueueableOperation: <*> Sequence: <*>
"[com.apple.calendar.store.log.caldav.queue] [Account refresh failed with error: Error Domain=CoreDAVHTTPStatusErrorDomain Code=502 ""(null)"" UserInfo={AccountName=163, CalDAVErrFromRefresh=YES, CoreDAVHTTPHeaders=<CFBasicHash 0x7fa11fe7a810 [0x7fff7abc1440]>{type = immutable dict, count = 5, entries => 0 : Connection = <CFString 0x7fff7ab1aea0 [0x7fff7abc1440]>{contents = ""keep-alive""} 3 : Content-Type = text/html 4 : Content-Length = 166 5 : Server = nginx 6 : Date = <CFString 0x7fa11ac2ab80 [0x7fff7abc1440]>{contents = ""Fri, 07 Jul 2017 05:32:43 GMT""} } }]",88,"[com.apple.calendar.store.log.caldav.queue] [Account refresh failed with error: Error Domain=CoreDAVHTTPStatusErrorDomain <*> ""(null)"" <*> CalDAVErrFromRefresh=YES, CoreDAVHTTPHeaders=<CFBasicHash <*> = immutable dict, count = <*> entries => <*> : Connection = <CFString <*> = ""keep-alive""} <*> : Content-Type = text/html <*> : Content-Length = <*> : Server = nginx <*> : Date = <CFString <*> = ""Fri, <*> Jul <*> GMT""} } }]"
KeychainGetICDPStatus: keychain: -25300,99,KeychainGetICDPStatus: keychain: <*>
Sandbox: SpotlightNetHelp(352) deny(1) ipc-posix-shm-read-data CFPBS:186A7:,202,Sandbox: <*> ipc-posix-shm-read-data <*>
FA||Url||taskID[2019353724] dealloc,64,<*> dealloc
"no application identifier provided, can't use provisioning profiles [pid=37563]",151,"no application identifier provided, can't use provisioning profiles <*>"
tcp_connection_destination_handle_tls_close_notify 111 closing socket due to TLS CLOSE_NOTIFY alert,9,tcp_connection_destination_handle_tls_close_notify <*> closing socket due to TLS CLOSE_NOTIFY alert
CFNetwork SSLHandshake failed (-9802),18,CFNetwork SSLHandshake failed <*>
