Month,Date,Time,Level,Component,PID,Content
Jul,17,08:06:12,combo,ftpd,23785,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005
Jul,17,08:06:12,combo,ftpd,23786,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005
Jul,17,08:06:12,combo,ftpd,23787,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005
Jul,17,08:06:12,combo,ftpd,23784,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005
Jul,17,08:06:12,combo,ftpd,23792,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005
Jul,17,08:06:12,combo,ftpd,23788,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005
Jul,17,08:06:12,combo,ftpd,23793,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005
Jul,17,08:06:12,combo,ftpd,23789,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005
Jul,17,08:06:12,combo,ftpd,23790,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005
Jul,17,08:06:12,combo,ftpd,23791,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005
Jul,17,08:06:12,combo,ftpd,23794,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005
Jul,17,08:06:12,combo,ftpd,23795,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005
Jul,17,08:06:12,combo,ftpd,23796,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005
Jul,17,08:06:12,combo,ftpd,23797,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005
Jul,17,08:06:12,combo,ftpd,23798,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005
Jul,17,08:06:14,combo,ftpd,23799,connection from 218.146.61.230 () at Sun Jul 17 08:06:14 2005
Jul,17,09:44:07,combo,ftpd,23931,connection from 210.245.165.136 () at Sun Jul 17 09:44:07 2005
Jul,17,09:44:07,combo,ftpd,23933,connection from 210.245.165.136 () at Sun Jul 17 09:44:07 2005
Jul,17,09:44:07,combo,ftpd,23932,connection from 210.245.165.136 () at Sun Jul 17 09:44:07 2005
Jul,17,09:44:07,combo,ftpd,23934,connection from 210.245.165.136 () at Sun Jul 17 09:44:07 2005
Jul,17,09:44:07,combo,ftpd,23935,connection from 210.245.165.136 () at Sun Jul 17 09:44:07 2005
Jul,17,09:44:07,combo,ftpd,23937,connection from 210.245.165.136 () at Sun Jul 17 09:44:07 2005
Jul,17,09:44:07,combo,ftpd,23938,connection from 210.245.165.136 () at Sun Jul 17 09:44:07 2005
Jul,17,09:44:07,combo,ftpd,23936,connection from 210.245.165.136 () at Sun Jul 17 09:44:07 2005
Jul,17,09:44:07,combo,ftpd,23939,connection from 210.245.165.136 () at Sun Jul 17 09:44:07 2005
Jul,17,12:30:35,combo,ftpd,24192,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:35 2005
Jul,17,12:30:37,combo,ftpd,24193,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:37 2005
Jul,17,12:30:42,combo,ftpd,24194,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:42 2005
Jul,17,12:30:43,combo,ftpd,24195,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:43 2005
Jul,17,12:30:43,combo,ftpd,24196,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:43 2005
Jul,17,12:30:46,combo,ftpd,24197,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:46 2005
Jul,17,12:30:47,combo,ftpd,24198,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:47 2005
Jul,17,12:30:48,combo,ftpd,24199,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:48 2005
Jul,17,12:30:48,combo,ftpd,24200,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:48 2005
Jul,17,12:30:51,combo,ftpd,24201,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:51 2005
Jul,17,12:30:53,combo,ftpd,24202,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:53 2005
Jul,17,12:30:53,combo,ftpd,24203,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:53 2005
Jul,17,12:30:54,combo,ftpd,24204,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:54 2005
Jul,17,12:30:57,combo,ftpd,24205,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:57 2005
Jul,17,12:30:57,combo,ftpd,24206,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:57 2005
Jul,17,12:30:58,combo,ftpd,24207,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:58 2005
Jul,17,12:30:58,combo,ftpd,24208,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:58 2005
Jul,17,12:30:58,combo,ftpd,24209,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:58 2005
Jul,17,12:30:59,combo,ftpd,24210,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:59 2005
Jul,17,12:30:59,combo,ftpd,24211,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:59 2005
Jul,17,12:30:59,combo,ftpd,24212,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:59 2005
Jul,17,12:31:00,combo,ftpd,24213,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:31:00 2005
Jul,17,12:31:04,combo,ftpd,24214,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:31:04 2005
Jul,17,14:02:39,combo,ftpd,24356,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:39 2005
Jul,17,14:02:43,combo,ftpd,24357,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:43 2005
Jul,17,14:02:43,combo,ftpd,24358,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:43 2005
Jul,17,14:02:44,combo,ftpd,24359,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:44 2005
Jul,17,14:02:47,combo,ftpd,24360,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:47 2005
Jul,17,14:02:48,combo,ftpd,24361,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:48 2005
Jul,17,14:02:49,combo,ftpd,24362,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:49 2005
Jul,17,14:02:49,combo,ftpd,24363,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:49 2005
Jul,17,14:02:49,combo,ftpd,24364,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:49 2005
Jul,17,14:02:49,combo,ftpd,24365,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:49 2005
Jul,17,14:02:54,combo,ftpd,24366,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:54 2005
Jul,17,14:02:54,combo,ftpd,24367,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:54 2005
Jul,17,14:02:54,combo,ftpd,24368,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:54 2005
Jul,17,14:02:55,combo,ftpd,24369,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:55 2005
Jul,17,14:02:57,combo,ftpd,24370,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:57 2005
Jul,17,14:02:59,combo,ftpd,24371,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:59 2005
Jul,17,14:02:59,combo,ftpd,24372,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:59 2005
Jul,17,14:03:00,combo,ftpd,24373,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:03:00 2005
Jul,17,14:03:00,combo,ftpd,24374,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:03:00 2005
Jul,17,14:03:00,combo,ftpd,24375,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:03:00 2005
Jul,17,14:03:04,combo,ftpd,24376,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:03:04 2005
Jul,17,14:03:04,combo,ftpd,24377,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:03:04 2005
Jul,17,14:03:05,combo,ftpd,24378,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:03:05 2005
Jul,17,15:09:15,combo,ftpd,24465,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005
Jul,17,15:09:15,combo,ftpd,24466,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005
Jul,17,15:09:15,combo,ftpd,24467,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005
Jul,17,15:09:15,combo,ftpd,24468,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005
Jul,17,15:09:15,combo,ftpd,24469,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005
Jul,17,15:09:15,combo,ftpd,24470,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005
Jul,17,15:09:15,combo,ftpd,24471,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005
Jul,17,15:09:15,combo,ftpd,24473,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005
Jul,17,15:09:15,combo,ftpd,24474,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005
Jul,17,15:09:15,combo,ftpd,24475,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005
Jul,17,15:09:15,combo,ftpd,24472,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005
Jul,17,15:09:15,combo,ftpd,24477,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005
Jul,17,15:09:15,combo,ftpd,24478,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005
Jul,17,15:09:15,combo,ftpd,24476,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005
Jul,17,15:09:15,combo,ftpd,24480,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005
Jul,17,15:09:15,combo,ftpd,24479,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005
Jul,17,15:09:15,combo,ftpd,24481,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005
Jul,17,15:09:15,combo,ftpd,24482,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005
Jul,17,15:09:16,combo,ftpd,24483,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:16 2005
Jul,17,15:09:16,combo,ftpd,24484,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:16 2005
Jul,17,15:09:16,combo,ftpd,24485,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:16 2005
Jul,17,15:09:16,combo,ftpd,24486,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:16 2005
Jul,17,15:09:17,combo,ftpd,24487,connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:17 2005
Jul,17,21:23:20,combo,ftpd,25038,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005
Jul,17,21:23:20,combo,ftpd,25028,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005
Jul,17,21:23:20,combo,ftpd,25029,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005
Jul,17,21:23:20,combo,ftpd,25035,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005
Jul,17,21:23:20,combo,ftpd,25030,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005
Jul,17,21:23:20,combo,ftpd,25039,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005
Jul,17,21:23:20,combo,ftpd,25040,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005
Jul,17,21:23:20,combo,ftpd,25031,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005
Jul,17,21:23:20,combo,ftpd,25041,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005
Jul,17,21:23:20,combo,ftpd,25032,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005
Jul,17,21:23:20,combo,ftpd,25042,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005
Jul,17,21:23:20,combo,ftpd,25033,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005
Jul,17,21:23:20,combo,ftpd,25043,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005
Jul,17,21:23:20,combo,ftpd,25034,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005
Jul,17,21:23:20,combo,ftpd,25036,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005
Jul,17,21:23:20,combo,ftpd,25037,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005
Jul,17,21:23:23,combo,ftpd,25044,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:23 2005
Jul,17,21:23:24,combo,ftpd,25045,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:24 2005
Jul,17,21:23:24,combo,ftpd,25046,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:24 2005
Jul,17,21:23:24,combo,ftpd,25047,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:24 2005
Jul,17,21:23:24,combo,ftpd,25048,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:24 2005
Jul,17,21:23:24,combo,ftpd,25049,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:24 2005
Jul,17,21:23:24,combo,ftpd,25050,connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:24 2005
Jul,17,23:21:50,combo,ftpd,25217,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:50 2005
Jul,17,23:21:54,combo,ftpd,25218,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005
Jul,17,23:21:54,combo,ftpd,25219,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005
Jul,17,23:21:54,combo,ftpd,25220,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005
Jul,17,23:21:54,combo,ftpd,25221,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005
Jul,17,23:21:54,combo,ftpd,25222,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005
Jul,17,23:21:54,combo,ftpd,25223,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005
Jul,17,23:21:54,combo,ftpd,25225,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005
Jul,17,23:21:54,combo,ftpd,25224,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005
Jul,17,23:21:54,combo,ftpd,25226,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005
Jul,17,23:21:54,combo,ftpd,25227,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005
Jul,17,23:21:54,combo,ftpd,25228,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005
Jul,17,23:21:54,combo,ftpd,25229,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005
Jul,17,23:21:54,combo,ftpd,25230,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005
Jul,17,23:21:54,combo,ftpd,25231,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005
Jul,17,23:21:54,combo,ftpd,25232,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005
Jul,17,23:21:54,combo,ftpd,25233,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005
Jul,17,23:21:54,combo,ftpd,25234,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005
Jul,17,23:21:54,combo,ftpd,25235,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005
Jul,17,23:21:54,combo,ftpd,25236,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005
Jul,17,23:21:54,combo,ftpd,25237,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005
Jul,17,23:21:54,combo,ftpd,25238,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005
Jul,17,23:21:54,combo,ftpd,25239,connection from 82.68.222.195 (82-68-222-195.dsl.in-addr.zen.co.uk) at Sun Jul 17 23:21:54 2005
Jul,18,03:26:48,combo,ftpd,25628,connection from 211.72.151.162 () at Mon Jul 18 03:26:48 2005
Jul,18,03:26:48,combo,ftpd,25629,connection from 211.72.151.162 () at Mon Jul 18 03:26:48 2005
Jul,18,03:26:48,combo,ftpd,25630,connection from 211.72.151.162 () at Mon Jul 18 03:26:48 2005
Jul,18,03:26:48,combo,ftpd,25631,connection from 211.72.151.162 () at Mon Jul 18 03:26:48 2005
Jul,18,03:26:48,combo,ftpd,25632,connection from 211.72.151.162 () at Mon Jul 18 03:26:48 2005
Jul,18,03:26:48,combo,ftpd,25633,connection from 211.72.151.162 () at Mon Jul 18 03:26:48 2005
Jul,18,03:26:48,combo,ftpd,25634,connection from 211.72.151.162 () at Mon Jul 18 03:26:48 2005
Jul,18,03:26:48,combo,ftpd,25635,connection from 211.72.151.162 () at Mon Jul 18 03:26:48 2005
Jul,18,03:26:49,combo,ftpd,25638,connection from 211.72.151.162 () at Mon Jul 18 03:26:49 2005
Jul,18,03:26:49,combo,ftpd,25636,connection from 211.72.151.162 () at Mon Jul 18 03:26:49 2005
Jul,18,03:26:49,combo,ftpd,25637,connection from 211.72.151.162 () at Mon Jul 18 03:26:49 2005
Jul,18,03:26:49,combo,ftpd,25639,connection from 211.72.151.162 () at Mon Jul 18 03:26:49 2005
Jul,18,03:26:49,combo,ftpd,25640,connection from 211.72.151.162 () at Mon Jul 18 03:26:49 2005
Jul,18,03:26:49,combo,ftpd,25641,connection from 211.72.151.162 () at Mon Jul 18 03:26:49 2005
Jul,18,03:26:49,combo,ftpd,25643,connection from 211.72.151.162 () at Mon Jul 18 03:26:49 2005
Jul,18,03:26:49,combo,ftpd,25644,connection from 211.72.151.162 () at Mon Jul 18 03:26:49 2005
Jul,18,03:26:49,combo,ftpd,25645,connection from 211.72.151.162 () at Mon Jul 18 03:26:49 2005
Jul,18,03:26:49,combo,ftpd,25642,connection from 211.72.151.162 () at Mon Jul 18 03:26:49 2005
Jul,18,03:26:49,combo,ftpd,25646,connection from 211.72.151.162 () at Mon Jul 18 03:26:49 2005
Jul,18,03:26:49,combo,ftpd,25648,connection from 211.72.151.162 () at Mon Jul 18 03:26:49 2005
Jul,18,03:26:49,combo,ftpd,25647,connection from 211.72.151.162 () at Mon Jul 18 03:26:49 2005
Jul,21,09:04:41,combo,ftpd,5033,connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005
Jul,21,09:04:41,combo,ftpd,5032,connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005
Jul,21,09:04:41,combo,ftpd,5030,connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005
Jul,21,09:04:41,combo,ftpd,5029,connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005
Jul,21,09:04:41,combo,ftpd,5018,connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005
Jul,21,09:04:41,combo,ftpd,5017,connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005
Jul,21,09:04:41,combo,ftpd,5016,connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005
Jul,21,09:04:41,combo,ftpd,5019,connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005
Jul,21,09:04:41,combo,ftpd,5022,connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005
Jul,21,09:04:41,combo,ftpd,5023,connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005
Jul,21,09:04:41,combo,ftpd,5024,connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005
Jul,21,09:04:41,combo,ftpd,5025,connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005
Jul,21,09:04:41,combo,ftpd,5028,connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005
Jul,21,09:04:41,combo,ftpd,5031,connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005
Jul,21,09:04:41,combo,ftpd,5020,connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005
Jul,21,09:04:41,combo,ftpd,5021,connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005
Jul,21,09:04:41,combo,ftpd,5027,connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005
Jul,21,09:04:41,combo,ftpd,5026,connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005
Jul,21,09:04:41,combo,ftpd,5035,connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005
Jul,21,09:04:41,combo,ftpd,5037,connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005
Jul,21,09:04:41,combo,ftpd,5034,connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005
Jul,21,09:04:41,combo,ftpd,5036,connection from 216.12.111.241 () at Thu Jul 21 09:04:41 2005
Jul,21,09:04:43,combo,ftpd,5038,connection from 216.12.111.241 () at Thu Jul 21 09:04:43 2005
Jul,22,09:27:24,combo,ftpd,12294,connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005
Jul,22,09:27:24,combo,ftpd,12290,connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005
Jul,22,09:27:24,combo,ftpd,12296,connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005
Jul,22,09:27:24,combo,ftpd,12297,connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005
Jul,22,09:27:24,combo,ftpd,12291,connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005
Jul,22,09:27:24,combo,ftpd,12293,connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005
Jul,22,09:27:24,combo,ftpd,12295,connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005
Jul,22,09:27:24,combo,ftpd,12292,connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005
Jul,22,09:27:24,combo,ftpd,12282,connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005
Jul,22,09:27:24,combo,ftpd,12288,connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005
Jul,22,09:27:24,combo,ftpd,12284,connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005
Jul,22,09:27:24,combo,ftpd,12279,connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005
Jul,22,09:27:24,combo,ftpd,12285,connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005
Jul,22,09:27:24,combo,ftpd,12286,connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005
Jul,22,09:27:24,combo,ftpd,12278,connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005
Jul,22,09:27:24,combo,ftpd,12277,connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005
Jul,22,09:27:24,combo,ftpd,12280,connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005
Jul,22,09:27:24,combo,ftpd,12289,connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005
Jul,22,09:27:24,combo,ftpd,12281,connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005
Jul,22,09:27:24,combo,ftpd,12283,connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005
Jul,22,09:27:24,combo,ftpd,12287,connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005
Jul,22,09:27:24,combo,ftpd,12298,connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005
Jul,22,09:27:24,combo,ftpd,12299,connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005
Jul,22,19:29:09,combo,ftpd,13152,connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005
Jul,22,19:29:09,combo,ftpd,13150,connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005
Jul,22,19:29:09,combo,ftpd,13147,connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005
Jul,22,19:29:09,combo,ftpd,13149,connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005
Jul,22,19:29:09,combo,ftpd,13148,connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005
Jul,22,19:29:09,combo,ftpd,13151,connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005
Jul,22,19:29:09,combo,ftpd,13153,connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005
