LogId,Node,Component,State,Time,Flag,Content,EventId
361170,node-245,node,temperature,1141238460,1,ambient=27,92f0ab0d
360990,gige6,gige,temperature,1141136483,1,normal,fea08751
360474,node-236,node,temperature,1141005000,1,ambient=25,92f0ab0d
360467,node-114,node,temperature,1141003082,1,ambient=28,92f0ab0d
381136,node-88,node,temperature,1142037660,1,ambient=33,92f0ab0d
380953,node-21,node,temperature,1141983900,1,ambient=36,92f0ab0d
380813,node-98,node,temperature,1141951865,1,ambient=30,92f0ab0d
379973,node-48,node,temperature,1141835730,1,ambient=36,92f0ab0d
379970,node-63,node,temperature,1141834980,1,ambient=33,92f0ab0d
379954,gige6,gige,temperature,1141834439,1,normal,fea08751
379511,node-184,node,temperature,1141817851,1,ambient=31,92f0ab0d
379230,gige3,gige,temperature,1141762078,1,normal,fea08751
374787,node-91,node,temperature,1141676911,1,ambient=27,92f0ab0d
372864,node-34,node,temperature,1141676137,1,ambient=26,92f0ab0d
371466,gige3,gige,temperature,1141598132,1,warning,7b83d3f0
387363,gige7,gige,temperature,1142103247,1,critical,7e85bcb6
401995,gige4,gige,temperature,1142584554,1,normal,fea08751
402021,gige3,gige,temperature,1142592234,1,normal,fea08751
402094,node-37,node,temperature,1142615010,1,ambient=33,92f0ab0d
402312,gige7,gige,temperature,1142637295,1,warning,7b83d3f0
408247,gige3,gige,temperature,1142754835,1,normal,fea08751
416519,node-159,node,temperature,1143214291,1,ambient=36,92f0ab0d
415931,node-84,node,temperature,1143096421,1,ambient=33,92f0ab0d
415780,gige3,gige,temperature,1143058438,1,normal,fea08751
415395,node-194,node,temperature,1142947861,1,ambient=26,92f0ab0d
431593,node-233,node,temperature,1143831330,1,ambient=25,92f0ab0d
431548,node-114,node,temperature,1143825180,1,ambient=27,92f0ab0d
431421,node-110,node,temperature,1143811410,1,ambient=31,92f0ab0d
428615,node-229,node,temperature,1143728610,1,ambient=25,92f0ab0d
428555,node-220,node,temperature,1143724650,1,ambient=28,92f0ab0d
428281,gige5,gige,temperature,1143696187,1,warning,7b83d3f0
426064,gige6,gige,temperature,1143571810,1,normal,fea08751
425832,node-121,node,temperature,1143482567,1,ambient=32,92f0ab0d
425772,node-80,node,temperature,1143482491,1,ambient=33,92f0ab0d
425740,node-138,node,temperature,1143482449,1,ambient=28,92f0ab0d
425701,node-36,node,temperature,1143482413,1,ambient=31,92f0ab0d
425504,gige7,gige,temperature,1143447307,1,critical,7e85bcb6
425034,gige3,gige,temperature,1143379144,1,normal,fea08751
436350,node-241,node,temperature,1143896370,1,ambient=30,92f0ab0d
436394,node-239,node,temperature,1143899370,1,ambient=29,92f0ab0d
436897,node-114,node,temperature,1143962820,1,ambient=30,92f0ab0d
448165,gige3,gige,temperature,1144567339,1,normal,fea08751
445454,gige6,gige,temperature,1144440503,1,normal,fea08751
445396,gige6,gige,temperature,1144416803,1,normal,fea08751
443918,gige4,gige,temperature,1144223486,1,warning,7b83d3f0
443814,gige7,gige,temperature,1144183213,1,warning,7b83d3f0
442984,node-114,node,temperature,1144018980,1,ambient=27,92f0ab0d
454305,gige6,gige,temperature,1145174613,1,normal,fea08751
451250,gige7,gige,temperature,1144890808,1,critical,7e85bcb6
451247,gige7,gige,temperature,1144889909,1,warning,7b83d3f0
451175,gige7,gige,temperature,1144867107,1,warning,7b83d3f0
450483,gige6,gige,temperature,1144802008,1,normal,fea08751
450206,gige3,gige,temperature,1144711043,1,warning,7b83d3f0
450087,gige3,gige,temperature,1144667241,1,normal,fea08751
449962,gige6,gige,temperature,1144627407,1,warning,7b83d3f0
458832,node-115,node,temperature,1145540522,1,ambient=28,92f0ab0d
460291,node-103,node,temperature,1145551988,1,ambient=26,92f0ab0d
462282,node-94,node,temperature,1145552738,1,ambient=34,92f0ab0d
465923,gige7,gige,temperature,1145638393,1,warning,7b83d3f0
466009,gige3,gige,temperature,1145664432,1,warning,7b83d3f0
480082,gige7,gige,temperature,1146100398,1,critical,7e85bcb6
479981,gige4,gige,temperature,1146058156,1,warning,7b83d3f0
2569061,Interconnect-0N03,switch_module,error,1074120426,1,Linkerror event interval expired,9050ee25
2570021,node-5,action,error,1074121927,1,risBoot (command 1903) Error: Timed out while waiting for SRM prompt: <ABORT code completed>,488fc71a
27373,node-55,action,error,1076176599,1,boot (command 2092) Error: HALT asserted\  cannot continue,c46cea30
72725,3398,boot_cmd,error,1108648264,1,Failed subcommands 3406,bde73f88
207120,Interconnect-0N02,switch_module,error,1116534650,1,link errors remain current,551adf73
2573188,node-129,unix.hw,net.niff.up,1074131255,1,NIFF: node node-129 has detected an available network connection on network 10.128.0.0 via interface ee0,1257c799
