Time,Component,Pid,Content,EventId
20171224-0:0:0:240,Step_NotificationUtil,30002312,deleteHealthNotification(),c5a628cf
20171224-0:0:0:329,Step_LSC,30002312,onExtend:1514044801000 0 0 0,3e662616
20171224-0:0:0:624,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044740000##0##549659##8661##16256##33444943,cd2339ce
20171224-0:0:5:152,Step_LSC,30002312,onExtend:1514044805000 0 0 5,3e662616
20171224-0:0:5:438,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044740000##0##549659##8661##16256##33449757,900a7e3b
20171224-0:0:6:149,Step_LSC,30002312,onExtend:1514044806000 0 0 0,3e662616
20171224-0:0:6:445,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044740000##0##549659##8661##16256##33450764,d8d89bf2
20171224-0:5:22:478,Step_LSC,30002312,onExtend:1514045123000 0 0 0,3e662616
20171224-0:5:22:774,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514045040000##0##549659##8661##16256##33767093,d6d1e4f3
20171224-0:6:16:574,Step_LSC,30002312,onExtend:1514045177000 0 0 0,3e662616
20171224-0:6:16:864,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514045100000##0##549659##8661##16256##33821183,820f5f15
20171224-0:7:2:150,Step_LSC,30002312,onExtend:1514045222000 0 0 5,3e662616
20171224-0:7:2:440,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514045160000##0##549659##8661##16256##33866758,d4e44439
20171224-0:7:4:153,Step_LSC,30002312,onExtend:1514045224000 0 0 0,3e662616
20171224-0:7:4:439,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514045160000##0##549659##8661##16256##33868758,d0248d92
20171224-0:7:20:149,Step_LSC,30002312,onExtend:1514045240000 0 0 5,3e662616
20171224-0:7:20:439,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514045160000##0##549659##8661##16256##33884757,5dbd2fba
20171224-0:7:21:149,Step_LSC,30002312,onExtend:1514045241000 0 0 0,3e662616
20171224-0:7:21:440,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514045160000##0##549659##8661##16256##33885759,ee91be87
20171224-0:9:4:148,Step_LSC,30002312,onExtend:1514045344000 0 0 5,3e662616
20171224-0:9:4:441,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514045280000##0##549659##8661##16256##33988760,7d1a6097
20171224-0:9:6:148,Step_LSC,30002312,onExtend:1514045346000 0 0 0,3e662616
20171224-0:9:6:442,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514045280000##0##549659##8661##16256##33990761,70857a78
20171224-0:9:34:153,Step_LSC,30002312,onExtend:1514045374000 0 0 5,3e662616
20171224-0:9:34:440,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514045280000##0##549659##8661##16256##34018758,4a6693d5
20171224-0:9:35:148,Step_LSC,30002312,onExtend:1514045375000 0 0 0,3e662616
20171224-0:9:35:441,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514045280000##0##549659##8661##16256##34019759,e8c62de9
20171224-0:10:9:143,Step_LSC,30002312,onExtend:1514045409000 0 0 5,3e662616
20171224-0:10:9:438,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514045340000##0##549659##8661##16256##34053757,35a49558
20171224-0:10:10:148,Step_LSC,30002312,onExtend:1514045410000 0 0 0,3e662616
20171224-0:10:10:440,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514045340000##0##549659##8661##16256##34054759,e62c723f
20171224-0:10:42:149,Step_LSC,30002312,onExtend:1514045442000 0 0 5,3e662616
20171224-0:10:42:438,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514045340000##0##549659##8661##16256##34086757,5013859c
20171224-0:10:43:153,Step_LSC,30002312,onExtend:1514045443000 0 0 0,3e662616
20171224-0:10:43:441,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514045340000##0##549659##8661##16256##34087759,6387fdc3
20171224-0:11:56:151,Step_LSC,30002312,onExtend:1514045516000 0 0 5,3e662616
20171224-0:11:56:446,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514045400000##0##549659##8661##16256##34160765,93bf78e0
20171224-0:11:57:149,Step_LSC,30002312,onExtend:1514045517000 0 0 0,3e662616
20171224-0:11:57:443,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514045400000##0##549659##8661##16256##34161762,8a4bc6cd
20171224-0:15:52:990,Step_LSC,30002312,onExtend:1514045753000 0 0 0,3e662616
20171224-0:15:53:286,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514045640000##0##549659##8661##16256##34397604,842fff5e
20171224-0:25:16:146,Step_LSC,30002312,onExtend:1514046316000 0 0 5,3e662616
20171224-0:25:16:439,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514046240000##0##549659##8661##16256##34960758,0a756428
20171224-0:25:17:149,Step_LSC,30002312,onExtend:1514046317000 0 0 0,3e662616
20171224-0:25:17:438,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514046240000##0##549659##8661##16256##34961757,21e66746
20171224-0:28:25:159,Step_LSC,30002312,onExtend:1514046505000 0 0 5,3e662616
20171224-0:28:25:454,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514046420000##0##549659##8661##16256##35149773,120f86c9
20171224-0:32:28:799,HiH_HiSyncControl,30002312,"checkCurrentDay a new day comes , reset basicSyncCondition, currentDay is 20171224 oldDay is 20171223",bf7e24c5
20171224-0:32:28:806,HiH_HiBroadcastUtil,30002312,sendSyncFailedBroadcast,8764d489
